Date,iShares Core MSCI Europe UCITS ETF EUR (Acc)
2001-12,2718.162149953918
2002-01,2628.6279725882882
2002-02,2623.677160818312
2002-03,2743.289080080931
2002-04,2638.4487546198943
2002-05,2526.9836188675895
2002-06,2296.195736361041
2002-07,2080.76557982319
2002-08,2070.108071166685
2002-09,1792.6973998011374
2002-10,1965.0861648843406
2002-11,2048.3401951362116
2002-12,1868.6334935434743
2003-01,1726.0774861242853
2003-02,1674.8854221234894
2003-03,1633.5259547801086
2003-04,1816.9541996095468
2003-05,1823.5646875642708
2003-06,1905.8094141359923
2003-07,1963.4545333330343
2003-08,2029.9674412796242
2003-09,1942.2176284414838
2003-10,2077.440965592662
2003-11,2098.5253183832133
2003-12,2156.3220270830307
2004-01,2224.8732495873123
2004-02,2283.847314189324
2004-03,2248.286948808406
2004-04,2283.898055568711
2004-05,2275.971122290131
2004-06,2315.4294928871363
2004-07,2273.534549317601
2004-08,2261.494319530813
2004-09,2295.5351514440636
2004-10,2317.0303154486865
2004-11,2382.9095010584683
2004-12,2424.2044247706986
2005-01,2486.25890721549
2005-02,2566.998151941076
2005-03,2559.460388272187
2005-04,2499.7256924568114
2005-05,2639.4272724373595
2005-06,2729.51801754152
2005-07,2828.6703547367506
2005-08,2846.4803277462997
2005-09,2953.1180410986244
2005-10,2864.611620054086
2005-11,2976.2483392843146
2005-12,3073.415171693155
2006-01,3187.4920634573846
2006-02,3255.297164753549
2006-03,3318.999580433098
2006-04,3371.2231160337665
2006-05,3199.2373816259233
2006-06,3250.0261824982263
2006-07,3285.8297129198986
2006-08,3367.7837470977142
2006-09,3447.6998737653043
2006-10,3585.370397543252
2006-11,3571.6599288557245
2006-12,3694.470857373494
2007-01,3778.306984719692
2007-02,3691.285875044206
2007-03,3795.581151420558
2007-04,3959.914128890293
2007-05,4082.0216986318105
2007-06,4066.544879549978
2007-07,3921.4651572599632
2007-08,3878.8936229323963
2007-09,3938.801665642296
2007-10,4046.035505859255
2007-11,3833.6874339772144
2007-12,3776.457902157291
2008-01,3348.6308582889083
2008-02,3336.1401684162797
2008-03,3214.168195540582
2008-04,3424.0216145411796
2008-05,3454.7608932714043
2008-06,3103.23525858758
2008-07,3043.6495447916323
2008-08,3097.777649854249
2008-09,2710.2086531173327
2008-10,2392.9899246379814
2008-11,2235.097311291745
2008-12,2151.2125578377627
2009-01,2078.013741716492
2009-02,1893.0298890426066
2009-03,1923.9037736229898
2009-04,2202.1198028597996
2009-05,2330.601005443577
2009-06,2279.7921140987487
2009-07,2518.712364689881
2009-08,2652.6445924456425
2009-09,2705.4315833969276
2009-10,2645.5560062478417
2009-11,2682.617844904587
2009-12,2839.86487035943
2010-01,2756.240927056307
2010-02,2780.230137774828
2010-03,2982.159044637393
2010-04,2940.6767539362845
2010-05,2800.777015910252
2010-06,2788.737663953081
2010-07,2932.657610695486
2010-08,2902.4603646395717
2010-09,2992.93001614084
2010-10,3075.421103171071
2010-11,3030.6140824746703
2010-12,3195.3772621922153
2011-01,3241.587000752217
2011-02,3314.315107387097
2011-03,3201.5265179009357
2011-04,3310.0779572682586
2011-05,3313.7634198290657
2011-06,3235.6702136217596
2011-07,3168.7828701432163
2011-08,2813.8824053206695
2011-09,2681.157651598568
2011-10,2898.673519596017
2011-11,2888.955226893623
2011-12,2949.686047657534
2012-01,3032.9105349306496
2012-02,3161.8421251233103
2012-03,3165.51291849604
2012-04,3131.6148125157697
2012-05,2933.635966122598
2012-06,3120.455010849902
2012-07,3234.4713858973482
2012-08,3289.5641801516817
2012-09,3303.6941387526012
2012-10,3335.5137975653324
2012-11,3424.088612737763
2012-12,3465.064913223445
2013-01,3571.8019970394666
2013-02,3585.234624723773
2013-03,3670.2873663555233
2013-04,3757.6221369662103
2013-05,3789.7950751455032
2013-06,3587.146480620606
2013-07,3794.7936988996653
2013-08,3757.709683383394
2013-09,3947.5559554605516
2013-10,4075.3085841544566
2013-11,4133.126191676048
2013-12,4170.626552150146
2014-01,4091.1357514057418
2014-02,4296.417327960619
2014-03,4262.592567447621
2014-04,4354.145824013823
2014-05,4479.429080009266
2014-06,4459.115656692262
2014-07,4379.864140396781
2014-08,4461.926796462423
2014-09,4501.122253167369
2014-10,4402.836258836723
2014-11,4534.99378802449
2014-12,4462.887936126885
2015-01,4792.9126454428815
2015-02,5123.309910206857
2015-03,5214.877073379358
2015-04,5225.621089404221
2015-05,5309.755580716869
2015-06,5047.038841518187
2015-07,5309.850149083906
2015-08,4822.694568969567
2015-09,4602.699666416261
2015-10,5015.42744083468
2015-11,5127.6286473077425
2015-12,4854.556960516169
2016-01,4521.060139154422
2016-02,4454.789363660296
2016-03,4530.5686895611
2016-04,4641.055227744955
2016-05,4725.481521358129
2016-06,4538.239855035334
2016-07,4723.6367138446685
2016-08,4729.672915270737
2016-09,4758.777974889378
2016-10,4694.283903700197
2016-11,4726.900499310436
2016-12,5019.150111401049
2017-01,5021.372093045292
2017-02,5157.601559564311
2017-03,5323.584701258198
2017-04,5396.60247793634
2017-05,5522.078384398681
2017-06,5371.363566282145
2017-07,5382.998448678973
2017-08,5341.816769559351
2017-09,5527.276089102522
2017-10,5633.528767628265
2017-11,5545.876665501759
2017-12,5562.244630783868
2018-01,5644.361226550651
2018-02,5418.804117327983
2018-03,5311.945884554631
2018-04,5576.986179929067
2018-05,5580.421706679606
2018-06,5563.815000102612
2018-07,5710.816173141707
2018-08,5592.115691381144
2018-09,5648.793766797461
2018-10,5336.628581999834
2018-11,5268.352062071624
2018-12,4985.449965574364
2019-01,5297.003307083074
2019-02,5509.677483490261
2019-03,5638.021355410861
2019-04,5856.678495988803
2019-05,5581.590782995726
2019-06,5838.008560542104
2019-07,5842.886358337162
2019-08,5755.6152852359055
2019-09,5992.507848136326
2019-10,6038.179392990522
2019-11,6225.190642282757
2019-12,6323.241175673319
2020-01,6265.978861698166
2020-02,5724.000985125367
2020-03,4911.375269478656
2020-04,5247.018409384065
2020-05,5362.504140869174
2020-06,5551.6105622150935
2020-07,5449.935809960888
2020-08,5630.856224367065
2020-09,5551.439485983686
2020-10,5243.148948358275
2020-11,5991.077936789991
2020-12,6124.505290283157
2021-01,6103.107890355734
2021-02,6260.451712306884
2021-03,6677.721173572482
2021-04,6782.879138845331
2021-05,7005.6398622403185
2021-06,7096.178216619849
2021-07,7223.441210679695
2021-08,7367.737951488494
2021-09,7174.641017305821
2021-10,7457.315733550098
2021-11,7248.806026272462
2021-12,7752.3458444168145
2022-01,7510.453597097328
2022-02,7270.38474407466
2022-03,7335.002540441784
2022-04,7290.563414979427
