Date,iShares MSCI World Small Cap UCITS ETF
2018-10,373.1942062525567
2018-11,374.2280417440254
2018-12,336.94371620095126
2019-01,370.37824992835397
2019-02,386.69148319081523
2019-03,390.6043638537856
2019-04,403.4434487345921
2019-05,379.43629786448963
2019-06,393.51228091284656
2019-07,403.86040470822525
2019-08,394.1566466332911
2019-09,407.80032245968715
2019-10,409.07849143802133
2019-11,428.95204264440025
2019-12,433.91218448163136
2020-01,428.7573400025136
2020-02,391.9858716032706
2020-03,311.26557365488657
2020-04,355.7076002505753
2020-05,372.0219231608919
2020-06,379.5370267281228
2020-07,372.7017403678897
2020-08,390.9391896403073
2020-09,390.11526441168695
2020-10,390.3312569171339
2020-11,439.8050015836365
2020-12,461.05191233905964
2021-01,475.75508518523895
2021-02,500.09543118862763
2021-03,528.0330908369032
2021-04,532.3127154100588
2021-05,531.6587982210019
2021-06,547.0032922418898
2021-07,542.8879669868454
2021-08,558.7683590909504
2021-09,553.3850463274796
2021-10,570.045121938146
2021-11,555.8464595174789
2021-12,578.3603987136305
2022-01,542.7092582941274
2022-02,541.7642818042224
2022-03,551.7984788018126
2022-04,535.8609039467144
