Date,iShares Core MSCI World UCITS ETF USD (Acc)
2002-01,2304.4682848846064
2002-02,2280.802556547995
2002-03,2361.7952429709085
2002-04,2210.100295907434
2002-05,2125.415573021973
2002-06,1878.8271308581518
2002-07,1754.1503755644808
2002-08,1748.5677133281404
2002-09,1552.0998952519099
2002-10,1666.0008341339303
2002-11,1744.7741171505584
2002-12,1571.5986056440347
2003-01,1477.4907583804177
2003-02,1456.5254496281025
2003-03,1437.2156041745695
2003-04,1532.1415034612808
2003-05,1525.482763259881
2003-06,1605.860397042149
2003-07,1654.2869674895871
2003-08,1750.6364902297446
2003-09,1651.8320115544961
2003-10,1754.4288541437024
2003-11,1726.0144516415776
2003-12,1742.0449304959272
2004-01,1805.259579233579
2004-02,1830.8065255630981
2004-03,1847.9424525778852
2004-04,1852.8049539027988
2004-05,1832.157699655942
2004-06,1876.873062937489
2004-07,1833.27673905559
2004-08,1830.8101718521225
2004-09,1820.9127893470536
2004-10,1817.5604046227018
2004-11,1833.2128423519157
2004-12,1857.8810623158772
2005-01,1897.7492444865215
2005-02,1925.6095530666757
2005-03,1931.401463015241
2005-04,1891.366629665288
2005-05,2023.9033448223151
2005-06,2082.3388306336387
2005-07,2155.017481869722
2005-08,2153.204294475649
2005-09,2238.020574367718
2005-10,2187.246299088743
2005-11,2309.7547370051566
2005-12,2355.525770781534
2006-01,2395.579243457334
2006-02,2441.5876248433774
2006-03,2448.740700589387
2006-04,2436.798257948368
2006-05,2294.740257602462
2006-06,2322.612533618917
2006-07,2327.3376060046103
2006-08,2372.9368329692466
2006-09,2437.7568284952863
2006-10,2520.1533870337144
2006-11,2484.123013653534
2006-12,2540.654954284333
2007-01,2613.603989986594
2007-02,2550.045313435338
2007-03,2576.5121612959833
2007-04,2634.4529790472307
2007-05,2741.064570144714
2007-06,2709.950119227354
2007-07,2610.9752142862144
2007-08,2610.0747628456543
2007-09,2643.2185328231344
2007-10,2673.876597342561
2007-11,2510.765497230282
2007-12,2485.41732438074
2008-01,2272.616681239276
2008-02,2215.917467279895
2008-03,2105.828729587067
2008-04,2256.675775032365
2008-05,2298.2546856844583
2008-06,2081.0290818206145
2008-07,2050.2653690055945
2008-08,2142.287536238809
2008-09,1945.0854687317033
2008-10,1767.5672908278636
2008-11,1657.9794612563358
2008-12,1565.360168301952
2009-01,1551.1581248697453
2009-02,1412.1264588583156
2009-03,1443.4044036282655
2009-04,1610.5366999826167
2009-05,1655.566326077567
2009-06,1644.3200516585161
2009-07,1783.307664009518
2009-08,1839.9298129394706
2009-09,1865.1039552166133
2009-10,1812.5722060250637
2009-11,1859.236150190406
2009-12,1973.997333811489
2010-01,1952.0909577277653
2010-02,2037.8533413313235
2010-03,2179.4715650978274
2010-04,2207.4944289315185
2010-05,2161.4304585863056
2010-06,2093.8942297138183
2010-07,2132.2909126952313
2010-08,2109.556642058363
2010-09,2143.0915273741693
2010-10,2189.560379341968
2010-11,2284.599027312547
2010-12,2386.115553801655
2011-01,2381.3615096129715
2011-02,2440.085778971628
2011-03,2353.2747580123932
2011-04,2346.4773186423695
2011-05,2375.7367158822067
2011-06,2327.667503812219
2011-07,2316.6317938671036
2011-08,2125.6657126107953
2011-09,2078.8230205968916
2011-10,2212.480621620857
2011-11,2253.2001539761945
2011-12,2335.821547666735
2012-01,2409.202614883056
2012-02,2477.6012997941316
2012-03,2526.760319288657
2012-04,2526.2700029649973
2012-05,2461.26866591912
2012-06,2549.0618152791
2012-07,2646.4459716431106
2012-08,2644.040121513187
2012-09,2650.3684729574525
2012-10,2620.002375568204
2012-11,2655.9607514795343
2012-12,2664.2158695428097
2013-01,2726.7236138654553
2013-02,2819.7587198774013
2013-03,2959.8473717675315
2013-04,2992.266781970595
2013-05,3010.7582948002887
2013-06,2920.651744881856
2013-07,3029.604377837676
2013-08,2974.8699058515244
2013-09,3061.8479078058276
2013-10,3150.188949016619
2013-11,3214.1796591605976
2013-12,3240.0043609824274
2014-01,3183.6839895411467
2014-02,3272.3062003334103
2014-03,3284.3027655600436
2014-04,3304.350914364213
2014-05,3432.1545086367864
2014-06,3481.4070425669843
2014-07,3497.5626374620097
2014-08,3627.278088648781
2014-09,3699.4590995670146
2014-10,3741.203812258218
2014-11,3829.8582881208663
2014-12,3875.2416076710447
2015-01,4086.737537010272
2015-02,4352.555011309825
2015-03,4478.180447507541
2015-04,4398.321797663084
2015-05,4515.127876533718
2015-06,4324.868735009139
2015-07,4492.36676648954
2015-08,4103.376439906058
2015-09,3957.4302826864896
2015-10,4343.652140720086
2015-11,4502.454268765188
2015-12,4299.19126469768
2016-01,4030.1527421273945
2016-02,4013.7059372609647
2016-03,4101.115138005342
2016-04,4161.3486213549995
2016-05,4281.351888792713
2016-06,4254.555794598284
2016-07,4430.348872689503
2016-08,4427.960846209291
2016-09,4441.170975119288
2016-10,4441.192061702264
2016-11,4638.546624744106
2016-12,4792.822115035921
2017-01,4811.126436095769
2017-02,5019.925940829979
2017-03,5031.518129225395
2017-04,4995.96018746052
2017-05,4973.224099090581
2017-06,4909.83481631173
2017-07,4892.957265745965
2017-08,4860.872197723307
2017-09,4979.075618229318
2017-10,5146.847949408859
2017-11,5166.461891517205
2017-12,5174.1927503327315
2018-01,5244.746451391123
2018-02,5128.873296055434
2018-03,4975.947520798585
2018-04,5136.268199986195
2018-05,5340.508143298088
2018-06,5357.788854045403
2018-07,5488.861188096298
2018-08,5598.990113100236
2018-09,5668.070232791133
2018-10,5372.024069669347
2018-11,5415.342519205882
2018-12,4964.934139675108
2019-01,5334.384233067767
2019-02,5531.256760456325
2019-03,5697.084776597831
2019-04,5910.370387892303
2019-05,5607.167457933011
2019-06,5857.761877581803
2019-07,6008.358885596642
2019-08,5948.69638933363
2019-09,6159.185603732859
2019-10,6166.509134090085
2019-11,6439.475403976543
2019-12,6484.950563122401
2020-01,6552.398471102186
2020-02,6041.283103962762
2020-03,5254.775791293603
2020-04,5873.731837045107
2020-05,6016.522577554751
2020-06,6143.0098053744405
2020-07,6084.6709930469015
2020-08,6442.577779243169
2020-09,6345.0564814933305
2020-10,6156.247403224737
2020-11,6781.429531377952
2020-12,6902.510411663781
2021-01,6910.438135986852
2021-02,7097.468683014173
2021-03,7584.354829098552
2021-04,7704.879961654452
2021-05,7742.792587341044
2021-06,8069.129994140698
2021-07,8209.456348038377
2021-08,8455.499892714295
2021-09,8285.28635576021
2021-10,8705.80280799906
2021-11,8727.874268551932
2021-12,9131.807237769211
2022-01,8780.767052654168
2022-02,8527.194727511727
2022-03,8842.490865830065
2022-04,8541.726240017235
